 the blooming cockscomb, dies, standing up,
 the blooming cockscomb, dies standing up , steady winter rain,
 the blooming cockscomb, droops listlessly , winter rain,
 the blooming flower, suddenly shivers , smudge pot smoke,
 the blooming pink, rallies its spirits , a cold night,
 the blooming pinks, folded over , pure water,
 the blossom clouds, over mount miwa , pitch black,
 the blossoming tree, born to a friendly, existence,
 the blossoming tree, born with such good, karma,
 the blossoms are thinking, of falling , horse dung mound,
 the blowing rushes, like celestial maidens, dancing,
 the boat arrives , peeling off, the quilts,
 the boat departs , right next to his head, a cuckoo,
 the bon festival, flickers out too , lanterns for the dead,
 the boy star, beams his smile , through the trees,
 the bride star, has funny manners , tonight's rain,
 the bridge guard's bucket, upside down to dry , fresh leaves,
 the bright moon in raindrops, from the eaves , the geese depart,
 the brushwood door's, substitute lock , a snail,
 the brushwood fire's smoke, coaxes, spring's first dawn,
 the buck looks, at cherry blossoms , shedding his antlers,
 the buck shedding antlers, pokes his belly , mountain priest,
 the buck's mood, improves , a cold night,
 the buddha, immersed in coins celebrates, his birthday,
 the buddha, even in beggar town, is born,
 the buddha, even lying down showered, with blossoms and coins,
 the buddha , on his birthday a shower, of coins,
 the buddha also, with umbrella hat , crossroads dance,
 the buddha in the field, with a red skullcap , plum blossoms,
 the buddha too, looks this way , cherry blossoms ,
 the buddha's tea too, fills one straw mat , spread out,
 the butterfly, and the deer best, of friends,
 the butterfly and sparrow, creep along with it , low tide,
 the butterfly flits, when baby crawls, when baby crawls,
 the butterfly i passed, two miles back, is ahead now,
 the butterfly sleeps , until the burning field's smoke, covers it,
 the butterfly too, on the scales of karma, is weighed,
 the butterfly's, soft landing , in the tea kettle ,
 the caged insect, sings a love song, to his wife,
 the calf begins, his journey , autumn rain,
 the calf begins, his journey , autumn wind,
 the cat at my, dinner tray too , a year older,
 the cat breaks it in, sharpening claws , winter quilt,
 the cat considers, jumping up , new year's offering shelf,
 the cat joins, the party , drinking away the year,
 the cat naps, in a lacquered tray , summer room,
 the cat steals, a new year's nap , sitting room,
 the cat's bell tinkling, in the peonies, here and there,
 the cats are courting, bumping, heads,
 the cemetery guard, dries his loincloth , lotus blossoms ,
 the champion chrysanthemum, down the war lord's lane, returns,
 the charcoal kiln's smoke, puff by puff , tranquility,
 the cherry blossoms, that stirred me shade me, no more,
 the cherry blossoms fall , i apologize to a dog, in passing,
 the cherry tree, that made blossom clouds, becomes charcoal,
 the chicken, tilts its head in wonder , a cold night,
 the chicken, scratches up, a mushroom,
 the chicken, is standing guard , my grafted tree,
 the chicken is treated, to one , new year's herbs,
 the chicken stares, at the man , a long day,
 the chicken tries, walking on it first , lid on the sunken hearth,
 the chicken's poor, at pecking them , rice cake's flies,
 the chickens, trample the rice cakes, as they go,
 the child, clutches them tightly , plum blossoms,
 the child carries, her cloth monkey , hailstones,
 the child doesn't know, it's borrowed , new summer robe,
 the child finishes it, with his little box , ice,
 the child hugs, her cloth monkey , hailstorm,
 the child lays it, on his head , foot warmer,
 the child on her back, reaches to touch , bell for the ancestors,
 the child on her back, points them out first , new year's herbs,
 the child on her back, cries to the beat , rice planting song,
 the child on her back, beats time with a flower , tea picking song,
 the child rides piggyback, across the river , winter rain,
 the child snores, the mother pounds straw , summer moon,
 the child unaware, of the silver dewdrops, a buddha,
 the child's only three, but gets his share , lucky beans,
 the childless deer too, can't sleep , cries in the night,
 the children, make it a playground , burnt field,
 the children, pretend to be foxes , plume grass,
 the children load up, the dog , heads of rice,
 the chirring of summer cicadas, this world, of luxury ,
 the chrysanthemum, i call good , i eat,
 the cicada chirrs, on the grazing horse's, cheek,
 the cicadas' world, and my world of cool air , coming soon,
 the clam too, opens wide , a lark is singing,
 the clams' cremation smoke, rises , evening's winter rain,
 the clay doll, shaded by blossoms , hermit,
 the closer i get, to my village the more pain , wild roses,
 the cloth monkey, in high spirits , plum blossoms,
 the cloud mountain, behind one blade of grass, vanishes,
 the cloudburst, retraces its steps , favoring the village,
 the cloudburst, and lord kaga, splishing splashing ,
 the cloudburst, scrubs it clean , the old house,
 the cloudburst showing, favoritism , mountain by the village,
 the cloudburst's, answer to sunlight , a night sky,
 the cloudburst's, target , teahouse in a field,
 the coastal wall , camellias, in bloom,
 the color of the year's, first sky fades , people's faces,
 the cool breeze, blows into the mouth , a mosquito ,
 the cool breeze, meandering, arrives,
 the cool breeze, through my neighbor's bamboo, just a remnant,
 the cool breeze, through my neighbor's pine, just a remnant,
 the cool breeze, slips in slantwise , my house,
 the cool breeze, a gift from buddha , pine by the grave,
 the cool windy moon, is shut out too , thatched hut,
 the copycat sparrows, fly along , migrating birds,
 the cormorant fisherman, tends to his cormorants , wildflowers,
 the cormorants stare, at them hard , cormorant fishermen,
 the cotton bolls burst, in secret , winter rain,
 the crane and the tortoise's, playground , burnt field,
 the cranes swarm, the rubbish heap , waka beach,
 the crazy one, calms down a bit , light blue butterfly,
 the cricket,  cricky cricky , brags about his beard,
 the cricket,  cricky cricky laughing, by himself,
 the cricket, makes his bedroom , horse dung,
 the cricket also, moves in with me , winter seclusion,
 the cricket crawls in, chirping , winter quilt,
 the cricket hops, atop the winnowing fan's, dust pile,
 the cricket moves, to a new post , on the post,
 the cricket's, winter residence , my quilt,
 the cricket's song, is accompaniment , the rice field drains,
 the crickets raise, a ruckus , another month ends,
 the crossroads buddha, guards, one beard of barley,
 the crow, has snatched it away , cooling melon,
 the crow, is thinking there's always, tomorrow ,
 the crow laughs, at the bird hunters , temple roof,
 the crow too, yawns and yawns , a long day,
 the crow took, the fried rice , the pheasant cries,
 the crows join, the children , gathering chestnuts,
 the crybaby dances, with mother , moon at the gate,
 the crying pheasant, teases it with his tail , sumida river,
 the cuckoo, breaking in shuts, me up,
 the cuckoo hurls threats, at the horse, passing by,
 the cuckoo serenades, all of edo, all night long ,
 the cuckoo sings,  watch out the sake's, burning ,
 the cuckoo's becoming, a regular , moonlit night,
 the cure for, this raucous world , late cherry blossoms,
 the cursed cedar, growing fat , cherry blossoms fall,
 the cut grass, sticks to my feet , autumn rain,
 the daffodil too, covered with soot, stands,
 the daffodils, have become flowers , spring rain,
 the damn cedars, ripping sleeves , plum trees in bloom,
 the dandelion gives, a nod , my new summer robe,
 the dandelions too, have shaved heads , festival day,
 the darling child, summons his mother, crawling laughing,
 the dawn moon in raindrops, from the eaves , the geese depart,
 the day flower, splish splash in the tide, blooms anyway,
 the day grows, devilishly long , lotus blossoms,
 the day is devilishly, long , long ,
 the day is long, the day is so long , tears,
 the day is long , long in this vain, world today,
 the day is short, as is the life, of the dragonfly,
 the day medicine rains, a stinging bug too, falls from a tree,
 the death bell, tolls at the temple , winter seclusion,
 the deer stands close, to the husk bucket , autumn rain,
 the deer's flute playing, off key , song in the night,
 the defeated wrestler too, joins the crowd , bright moon,
 the departing goose, drops an enormous, crap,
 the departing goose, stares the man, in the face,
 the deutzia blossoms, utterly drenched , bright moon,
 the devil driven, from a horse , ise shrine pilgrimage,
 the devil's horns, snap off , cherry blossoms,
 the dirt poor god, of my house too, joins the throng,
 the discarded, umbrella hat is loaded , with locusts,
 the distant mountain, reflected in his eyes , dragonfly,
 the distant mountain's, blossoms cast their light , back window,
